SocioEcon,GoodStudent,Age,RiskAversion,VehicleYear,Accident,ThisCarDam,RuggedAuto,MakeModel,Antilock,Mileage,DrivQuality,DrivingSkill,SeniorTrain,ThisCarCost,CarValue,Theft,AntiTheft,HomeBase,OtherCarCost,PropCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
Middle,False,Senior,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,True,Adolescent,Psychopath,Current,None,None,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
Middle,False,Adult,Cautious,Current,Mild,Mild,Football,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,TenThou,False,True,Secure,Thousand,TenThou,True,Thousand,Good,True,Thousand,Many
Wealthy,False,Adult,Normal,Current,None,None,Football,SuperLuxury,True,FiveThou,Poor,SubStandard,False,Thousand,Million,False,False,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
UpperMiddle,False,Adult,Cautious,Older,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Middle,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Secure,TenThou,TenThou,True,TenThou,Fair,False,Thousand,Many
Middle,False,Adult,Normal,Older,Moderate,Mild,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Many
Middle,False,Adult,Normal,Current,None,None,EggShell,Economy,False,Domino,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Rural,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Middle,False,Adolescent,Normal,Older,None,None,Football,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Cautious,Older,Mild,Mild,EggShell,Economy,False,Domino,Poor,SubStandard,False,Thousand,FiveThou,False,True,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,One
UpperMiddle,True,Adolescent,Normal,Current,Severe,Severe,Football,Luxury,True,Domino,Poor,SubStandard,False,HundredThou,FiftyThou,False,True,Secure,HundredThou,HundredThou,True,HundredThou,Fair,True,Thousand,One
UpperMiddle,False,Adolescent,Normal,Older,None,None,EggShell,SportsCar,False,FiftyThou,Poor,SubStandard,False,Thousand,TenThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
Prole,False,Senior,Cautious,Older,None,None,Football,FamilySedan,False,FiftyThou,Excellent,Expert,True,Thousand,TenThou,False,True,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Many
UpperMiddle,False,Senior,Cautious,Current,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
UpperMiddle,False,Adult,Cautious,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adolescent,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Fair,False,Thousand,One
Prole,False,Adult,Normal,Current,Severe,Severe,Football,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,TenThou,False,False,City,HundredThou,Million,True,TenThou,Good,True,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Adolescent,Normal,Older,None,None,EggShell,SportsCar,True,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Adventurous,Current,None,None,Football,Economy,False,TwentyThou,Excellent,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,TenThou,True,Thousand,Good,True,Thousand,One
UpperMiddle,False,Adolescent,Normal,Older,None,None,Football,Luxury,True,Domino,Poor,SubStandard,False,Thousand,TenThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,None,None,Football,FamilySedan,False,FiveThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,True,Thousand,FiveThou,False,True,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Senior,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Cautious,Current,Moderate,Moderate,EggShell,FamilySedan,False,FiftyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,True,Secure,TenThou,HundredThou,True,Thousand,Fair,True,Million,One
Middle,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adolescent,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Rural,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,City,Thousand,TenThou,True,Thousand,Poor,True,Thousand,One
UpperMiddle,False,Adult,Adventurous,Current,None,None,EggShell,SportsCar,True,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Secure,Thousand,TenThou,True,Thousand,Good,True,Thousand,One
UpperMiddle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,FiftyThou,Excellent,Expert,False,Thousand,TenThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Prole,False,Adult,Normal,Older,Moderate,Moderate,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,HundredThou,HundredThou,True,Thousand,Fair,False,Thousand,Many
Middle,False,Adult,Normal,Current,None,None,EggShell,SportsCar,True,FiftyThou,Normal,Normal,False,Thousand,FiftyThou,False,False,Rural,Thousand,TenThou,True,Thousand,Poor,True,Thousand,Many
Middle,False,Adult,Normal,Older,Severe,Severe,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Suburb,HundredThou,HundredThou,True,Million,Poor,False,TenThou,One
Middle,False,Adult,Normal,Current,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Adventurous,Current,Mild,Mild,EggShell,SportsCar,True,FiftyThou,Poor,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,True,Thousand,One
UpperMiddle,True,Adolescent,Adventurous,Current,None,None,EggShell,SportsCar,True,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,True,City,Thousand,Thousand,True,Thousand,Poor,True,Thousand,One
Prole,False,Senior,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Many
Prole,False,Adult,Normal,Older,Severe,Severe,Football,SportsCar,False,FiftyThou,Poor,SubStandard,False,TenThou,TenThou,False,False,Rural,TenThou,TenThou,False,Thousand,Fair,False,Thousand,Many
Middle,False,Adult,Normal,Current,None,None,EggShell,SportsCar,True,TwentyThou,Excellent,Expert,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
UpperMiddle,False,Adult,Psychopath,Older,Severe,Severe,Football,Luxury,False,FiftyThou,Poor,Normal,False,HundredThou,TwentyThou,False,False,Secure,TenThou,HundredThou,True,Thousand,Excellent,True,Thousand,Many
Middle,False,Adolescent,Adventurous,Older,None,None,Football,FamilySedan,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiveThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Many
UpperMiddle,False,Adult,Cautious,Current,Moderate,Moderate,EggShell,FamilySedan,False,FiftyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,True,Secure,TenThou,HundredThou,True,TenThou,Poor,True,Thousand,One
Prole,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,TwentyThou,Excellent,Normal,False,Thousand,TenThou,False,False,City,Thousand,TenThou,False,Thousand,Fair,False,Thousand,Zero
Prole,False,Senior,Cautious,Current,None,None,Football,Economy,False,Domino,Normal,Normal,True,Thousand,FiveThou,False,True,City,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adolescent,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Many
UpperMiddle,False,Senior,Normal,Current,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,False,Thousand,FiftyThou,False,False,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,TenThou,TenThou,True,HundredThou,Poor,True,TenThou,Many
UpperMiddle,False,Adult,Normal,Current,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
UpperMiddle,False,Adult,Normal,Older,None,None,Football,Luxury,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Prole,True,Adolescent,Normal,Older,Mild,Mild,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
UpperMiddle,False,Adult,Normal,Older,Mild,Mild,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,True,Rural,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
Prole,False,Adult,Adventurous,Older,Mild,Mild,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Many
Middle,False,Adult,Normal,Older,Moderate,Mild,Tank,FamilySedan,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,False,Secure,HundredThou,HundredThou,True,Thousand,Excellent,False,Thousand,Zero
Prole,True,Adolescent,Adventurous,Current,None,None,EggShell,Economy,False,FiveThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,False,Thousand,Fair,True,Thousand,Many
Prole,False,Adult,Adventurous,Current,None,None,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Many
UpperMiddle,False,Senior,Cautious,Current,None,None,Football,Luxury,True,TwentyThou,Normal,Normal,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Secure,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,TwentyThou,Excellent,Normal,True,Thousand,FiveThou,False,True,City,Thousand,TenThou,False,Thousand,Fair,False,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,None,None,Tank,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Prole,False,Adolescent,Normal,Current,Severe,Severe,Football,Economy,False,Domino,Poor,SubStandard,False,TenThou,TenThou,False,False,City,TenThou,TenThou,True,Thousand,Good,True,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Excellent,Expert,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Current,Severe,Severe,EggShell,SportsCar,True,TwentyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,City,TenThou,HundredThou,True,Thousand,Good,True,Thousand,Many
Middle,False,Adult,Adventurous,Older,Mild,Moderate,EggShell,Economy,False,TwentyThou,Poor,Normal,False,TenThou,FiveThou,False,False,Rural,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Expert,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Senior,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Normal,Older,Mild,Mild,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
Middle,False,Adult,Normal,Older,Moderate,Moderate,Football,FamilySedan,False,Domino,Poor,SubStandard,False,Thousand,FiveThou,False,True,Suburb,TenThou,TenThou,True,Thousand,Fair,False,Thousand,Many
UpperMiddle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Cautious,Older,None,None,EggShell,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,EggShell,SportsCar,False,TwentyThou,Excellent,Expert,True,Thousand,FiveThou,False,True,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Middle,False,Adolescent,Normal,Current,None,None,EggShell,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Many
Middle,False,Adult,Adventurous,Current,None,None,EggShell,SportsCar,False,FiftyThou,Excellent,Expert,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
UpperMiddle,False,Adult,Cautious,Older,None,None,Football,Luxury,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adolescent,Normal,Current,Severe,Severe,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,TenThou,False,False,Suburb,TenThou,TenThou,True,Thousand,Fair,True,Thousand,Many
Prole,False,Senior,Normal,Older,None,None,EggShell,Economy,False,Domino,Excellent,Expert,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Adventurous,Older,Mild,Mild,Football,FamilySedan,False,TwentyThou,Poor,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,True,Thousand,One
Prole,False,Adolescent,Adventurous,Older,Severe,Severe,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,HundredThou,HundredThou,False,Thousand,Poor,False,Thousand,Many
Prole,False,Adult,Normal,Current,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,True,Thousand,One
UpperMiddle,False,Senior,Cautious,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,True,Thousand,TenThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Cautious,Older,None,None,Football,FamilySedan,False,FiftyThou,Excellent,Normal,False,Thousand,FiveThou,False,True,Rural,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
UpperMiddle,False,Adult,Cautious,Current,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adolescent,Normal,Older,Mild,Mild,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Zero
Wealthy,False,Senior,Normal,Current,None,None,Tank,Luxury,True,FiftyThou,Excellent,Expert,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
UpperMiddle,False,Adult,Cautious,Current,None,None,Tank,Luxury,True,TwentyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Current,Severe,Severe,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,TenThou,TwentyThou,False,False,Suburb,HundredThou,HundredThou,True,TenThou,Excellent,True,Thousand,Many
Prole,False,Adult,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Good,False,Thousand,One
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Middle,False,Adult,Cautious,Current,Severe,Severe,Tank,FamilySedan,False,Domino,Poor,SubStandard,False,HundredThou,TwentyThou,False,True,Secure,HundredThou,HundredThou,True,Thousand,Excellent,True,Thousand,Zero
